date,reviews,voted_up
2017-03-10 14:13,"I've currently put 52 hours into this game and sadly I cannot recommend it in its current state. For a dumb party game with friends? Yes it's fine. For a competitive 1 v 1 game? Not quite there yet. To master this game you need to know 3 things.

1.
Each character can equip 2 weapons; you can't customize which weapons you want, they're pre set. Currently the game heavily favors Swords, Katars, and to a lesser extent Guns. So choose a character who can use at least one of these things and you already have a good upper hand.
2.
Hit boxes don't work the way you think. There is no collision detection in the game so just because you see your weapon hit your opponent it does not mean it actually hit. If you go into training mode you can turn on hit detection and bear witness to the most bizarre hit boxes ever conceived.
3.
Load up YouTube and look up combo videos. Each weapon has two or three combos and that's about it. You want to get those off as often as possible and pray the RNG gods favor you for an early kill. I have seen full charged heavy attacks not kill dark red status opponents. I have seen sword combos that get you from white to dark yellow with no escape. It's very frustrating to experience.

Also, there is strangely no indicator of when you can dodge. There's a cooldown for it after being used but the time until you can use it again has no display. That's pretty frustrating too.. All in all, fun party game (ala Diet Smash) but currently a poor competitive one.",FALSE
2017-02-28 16:00,Very good,TRUE
2017-02-28 16:00,"I do not mind this game. It is about as close to Supersmash Bros as you can get. I have played about 40 hours and I, no doubt, have enjoyed it. However, it is undeniably flawed. 

For starters, all the characters overall have the same stats, except for the newer characters who are overpowered. I have a friend who is at level 58 with one of his characters, but the one thing I noticed is that he pretty much bought everything in the game. I'm not saying it's a pay to win, but I'm not saying it's exactly broke-player-friendly. It says it is free, though I wouldn't exactly call it that.
 
Now, I recommend this game. It is fun, a good source of experience, and a splash of the fighting game that we've been waiting for. However, if you are looking for something to replace Supersmash Bros, go looks somewhere else. It'll take you forever to get the level you need to be to join the major leagues, and consider if it was all worth it.",TRUE
2017-02-28 15:59,"Created an account, played against one of my [b]former[/b] best friends. Good times,
",TRUE
2017-02-28 15:35,This game has to be one of the smallest yet most fun games there are to download. It has kept my attention so far for countless hours and many more to come.,TRUE
2017-02-28 14:34,Everytime i play this really good balanced game kappa i want to smash my head against a wall but i still like it 10/10,TRUE
2017-02-28 13:42,"online, offline, custom game rooms, strategy, insanity, malleability, this game is almost perfect. Everything is perfect except for two little things. #1, is system link. multiple computers connected over a single network all playing brawlhalla tournament style, and the loss emote should be free to use in-game as well/",TRUE
2017-02-28 13:31,"Just wanna point out this is my first review, so sorry if its a bit sloppy.

Definitely one of my favorite free games on steam. 200+ hours. Even tho the comminuty can be very salty, its still a fun game. 


Pros: 
-Tons of legends to pick from 
-Definitely a varity of maps to choose from on custom lobbys
-Amazing animations

And the only Con I'd have to say is the comminuty. Doesn't really matter tho, since you can easily ignore it. 

So yes, a very fun game, I recommend you download it soon if you haven't already :3
",TRUE
2017-02-28 12:53,Nice fuking game :D,TRUE
2017-02-28 12:14,"really FUN one of the best pvp games I play on steam besides Battlerite..

There are NO advantages, completely balanced, cash items do not give stats etc...

There could be improvements though

Pros: Fun, balanced, no advantages, many champs, fast paced, fast updates, many skins

Cons: Guild System is just a friends list.. you cannot do anything, no perks, cant host guild tournaments, nothing but a friends list chat channel...

No GLOBAL chat, would be nice to challenge someone 1v1 global chat or find a partner for 2v2 ranked...

Lack of certain balance such as Hatorri map control is too good... despite constant nerfs, her SIGS need nerfs not damage.",TRUE
2017-02-28 12:14,"An excellent game if you do not have Super Smash. Great combat system and fluent mechanics while keeping balanced. If you want intense fights, come here",TRUE
2017-02-28 11:43,rly good game,TRUE
2017-02-28 11:23,lll,TRUE
2017-02-28 11:23,"fak off
",FALSE
2017-02-28 10:16,Hi Brawlhalla Developers i want you add A anticheat Battleye is very useful removes any attempt of hacking and exploiting,TRUE
2017-02-28 8:42,"great game great visuals, takes a lot to run though 
only got 30 frames at max",TRUE
2017-02-28 7:43,"tutorial de como ser um jogador profissional
>pegue o Lord Vraxx
>utilize a Lança dele
>aperte apenas o X
>fim",TRUE
2017-02-28 6:02,Best game,TRUE
2017-02-28 3:51,"A really bad version of smash bros riddled with 12 year old kids that chug entire bottles of adderall all day every day. No real variety between characters. Basically the same copy paste weapon moves with a couple of different ""heavy moves"" per character. No proper matchmaking to speak of. Their 1v1 online mode has been ""experimental for at least 4 months now, probably longer. Can't imagine that implementing a basic matchmaking system is that hard. Some characters are plainly better than others. Balance IS something theyre doing, but some characters seem to be ignored for some reason. Game has no actual tactical or ""smart"" gameplay whatsoever. You just need the reflexes of a 12 year old kid that overdosed on adderall and you too can be SUPERMLGPRONOOBSLAYER2K17XXXDARKNARUTOSLAYERXXX.",FALSE
2017-02-28 3:10,nice game,TRUE
2017-02-28 0:21,spammers :),FALSE
2017-02-27 20:26,"Best 2D Platfromer Game!
Better Than Super Smash Bros!",TRUE
2017-02-27 19:43,Needs more free characters,FALSE
2017-02-27 17:11,"Fun to play with friends
",TRUE
2017-02-27 15:42,"Very crazy at times, may have taken inspiration from super smash bro's.",TRUE
2017-02-27 12:56,10/10 ign basically smash bros but free and on pc i rate highly tis very good.,TRUE
2017-02-27 9:29,"hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh                    
",FALSE
2017-02-27 9:08,just play and u will get fun,TRUE
2017-02-27 7:33,This game is utter garbage,FALSE
2017-02-27 1:02,Love the game,TRUE
2017-02-26 23:14,"Nice game, Fun to play :)",TRUE
2017-02-26 22:32,dis game is so good all lets play it,TRUE
2017-02-26 19:54,Better than Mortal Kombat and Tekken.,TRUE
2017-02-26 17:55,it cool,TRUE
2017-02-26 16:26,"This game is funny and free, what are you waiting for? download it now!",TRUE
2017-02-26 16:10,I like the game but I get bored of it very fast .,TRUE
2017-02-26 16:06,its a good game and I recommend it for a family game.,TRUE
2017-02-26 16:03,"This game has changed dramatically over the last few years that I have been playing this game. Although it has its ups and down, the game is now shit. I fucking hate this stupid ass game now. The mechanics are unbalanced and now, when playing a custom game let alone ranked, the frames skip around and the dodges do not register as they have before. You can spam your keyboard and hear the moves being made, but it does not register and then skips more frames, showing you that the opponent has killed you. tRiGgErEd",FALSE
2017-02-26 15:35,Very entretaining,TRUE
2017-02-26 14:54,Much Brawl,TRUE
2017-02-26 14:39,"This game is so nice, it remembered me when i was younger,playing super smash bros! Very nice haha",TRUE
2017-02-26 13:32,"When I open the game it says Steam must be running when my steam is running what the heck??
",TRUE
2017-02-26 13:29,"gud geim
",TRUE
2017-02-26 12:45,cool as frick,TRUE
2017-02-26 12:36,ai just spänm it wörks :),TRUE
2017-02-26 12:34,"fun game
",TRUE
2017-02-26 11:24,its a cool game,TRUE
2017-02-26 10:29,bruh,TRUE
2017-02-26 9:49,yes.,TRUE
2017-02-26 9:31,"Very fun game which is easy to run. This comes in handy when you have people that dont have good pc's but still want to play with their friends that do 
[spoiler]also, the black dude with the hammer is pretty cool[/spoiler]
",TRUE
2017-02-26 8:52,this is amazing game if you play with firend but i dont enjoy so much wehen i play single,TRUE
2017-02-26 5:48,Super nice,TRUE
2017-02-26 4:11,Pretty good game to get some rest of that toxic ****.,TRUE
2017-02-26 3:49,I like the Graphics on this game because it's feels so 2d and the effects are awsome but they really need to fix the lag on tornerments.... just because the game is great dosent mean the bugs arnt fixed... ik it's on early access mode dosent mean there's loads of bugs in and they really need to put Fullscreen windowed on it.,TRUE
2017-02-26 3:40,Fun and free,TRUE
2017-02-26 2:50,"i have very mixed feelings about this game. for the downsides there is friendly fire in ranked that isn't present in more casual gamemodes which feels absolutely awful. this definitely needs to be removed for me to recommend this to people who wanna play comp with friends, otherwise it's a great game.",FALSE
2017-02-26 2:29,Very poor server connection.,FALSE
2017-02-26 1:29,"Salt Salt Salt Salt Salt Salt Salt Salt 
Spam Spam Spam Spam Spam Spam Spam
But somehow
Fun fun fun...",TRUE
2017-02-26 1:09,I just get my ass kicked by a former 29th best player of this game whenever I play it...,TRUE
2017-02-25 23:07,"POOTISPENCERHERE
",TRUE
2017-02-25 21:24,"This game is free and very well made. The fact that it was free and many of my friends played it was the only reason it came to my attention. At first i didnt think i was gonna like it but it is the perfect game for you to just quikley play or stay on for hours. Honestly i dont play for long beacause i lose interest fast, but this game is amazing. You can play with your friends in your own private match, compete with your friend against others, or battle alone in multiple settings and even practice your abilities easy. This game allows so much while providing details, like how the charachter your playing came to be and what there story is. Its constantly updated so you dont need to worry about the game getting crudier over time. So far with my experience the gameplay has improved greatly and with the last few months ive played ive seen 2 new players added, This game is one of the best free multiplayer games i have played.",TRUE
2017-02-25 21:08,"Dear Developers, I am trying to play your great game called ""Brawlhalla"". But, the servers can never connect me even though my internet is at high speeds and my computer works perfectly fine. I would appreciate it if somehow you can fix the servers problems. Much abliged.",TRUE
2017-02-25 20:24,"It's on okay smash-bros clone, fun to play, but ever since I switched from windows to linux I can't play :/",TRUE
2017-02-25 19:03,The game is very fun and enjoyable. I quite enjoy playing Mirage and Val I feel Though their should be a penalty for spamming attacksThank you for the Great game.,TRUE
2017-02-25 18:09,"Very fun game. Good physics, decently balanced characters, no unnecessary overflow of items. Very well made. 10/10
",TRUE
2017-02-25 18:01,I hate this game. Its made me knock some brains cells out of my head. 9.45/10,TRUE
2017-02-25 17:10,Great Game!,TRUE
2017-02-25 16:10,good,TRUE
2017-02-25 16:02,free n good thats it,TRUE
2017-02-25 15:47,it's okay,TRUE
2017-02-25 15:19,"It's free, it's fun, it's relatively well balanced, and the mods are active and updates are fairly consistent. What more do you want.",TRUE
2017-02-25 15:00,"Very gud game, i 1 tap... :( that is lie.",TRUE
2017-02-25 13:36,"If you're looking for a game review you've come to the wrong place. But if youre looking for a fantastic ravioli recipe you've come to the right place.

Ingredients
- To Make the Dough
375 grams (3 cups) plain flour
1/2 teaspoon salt
2 eggs
1/4 cup (50 ml / 3½ tablespoons) olive oil
1/2 cup (120 ml / 8 tablespoons) water
Extra flour for dusting 


- To Make Cheese Filling
15 ounces (425 grams) container Ricotta cheese
5 ounces (142 g/about 1/2 cup plus 2 tablespoons) ""3 Cheese Italian Blend"" (Parmesan, Romano & Asiago)
Note: grate these cheeses yourself and create your own custom blend.
1/2 cup cheddar cheese
2 eggs, lightly beaten
1/2 teaspoon salt
1/2 teaspoon pepper


- Extras
Your favorite sauce for the ravioli (i.e. marinara/ marijuana)
Parmesan cheese
Basil
Fried vegetables
Shrimp
Fish slices
Chicken pieces 
Make the Ravioli filling.

- In a small mixing bowl, add the ricotta and mash with a fork.
- Add in the 3-cheese blend, Cheddar cheese, eggs, salt, and pepper.
- Mix all ingredients thoroughly until you have a smooth, paste-like consistency.
- Cover the bowl with plastic wrap and place it in the refrigerator for about 30 minutes. 

Make the Ravioli dough.

- Crack eggs into a large mixing bowl and beat them with a fork. Add water, oil, and salt. Mix.
- Add 1 cup flour to the bowl. Use a fork to mix the flour with the eggs, water, oil, and salt. Repeat with the rest of the flour. Mix until a smooth dough is formed.
- Clear and clean off a large work surface and dust it with flour. This is where you are going to roll out your dough.
- Take the dough out of the mixing bowl, shape it into a ball, and place it on your work surface. Knead for at least 10 minutes or until it becomes elastic.
- Dust a rolling pin with flour to prevent the dough from sticking. Roll out the dough until it is about 1/8 inch (1/3 cm) thick, or about the thickness of 2 stacked quarters.
- With a cookie cutter or upside-down water glass, cut out circles in the dough (will make about 15-20 dough circles).
- Ball up the unused dough and either roll it out and make a couple more raviolis, or wrap it and put in the freezer for another time. Dough can keep for weeks when frozen. Just make sure to wrap well so that it doesn’t suffer from freezer burn or absorb freezer odor. 

Fill the Ravioli shells.

- Take the ravioli filling out of the refrigerator and place a tablespoon of it in middle of a dough.
- Fill a small bowl with water, dip your fingers in, and moisten around the outer edge of the dough circle.
- Fold the dough in half over the filling, making a half-moon shape. Be sure all the filling stays inside. Pinch the edges together and then seal the edges of the ravioli with a fork. Make sure to press firmly and go all the way around. This will add a “homemade” touch as well.
- Repeat this process for all your dough circles.
- Dust the finished ravioli with flour to keep them from sticking together. 

Form the Shells and Fill Using a Ravioli maker.

- Roll the dough into two sheets
- Place one sheet on the ravioli maker, and form the filling cups.
- Fill with the ravioli mixture.
- Lay the second sheet of dough on top, and roll it out. This will seal in the filling.
- Remove and separate the finished raviolis.

Cook the Ravioli.

- Fill a large pot with water and bring to a boil.
- Place the ravioli in boiling water for 5-6 minutes, or until they float. You can also test for doneness by nibbling on the edges to test.
- If you don't want to make all the ravioli at one time, you can freeze the rest 
- Take ravioli out of boiling water with large slotted spoon and place on warmed plates

Serve it up.
Top with your favorite sauce, grate some fresh cheese over it, and enjoy!",TRUE
2017-02-25 12:49,sxe,TRUE
2017-02-25 12:44,kk,TRUE
2017-02-25 12:28,Why u want to play this game?All timeyour jumps disapear!,FALSE
2017-02-25 10:31,"Recommended!
This game is a free 2d fighting arena game with some very competitive feel to it.
The game got microtransactions but its not a pay to win (mostly cosmetic stuff).
Joystick friendly (generic usb controllers)!",TRUE
2017-02-25 10:30,"it ruined everything
",FALSE
2017-02-25 10:12,"BTEC Super Smash Bros, it's actually alright, not even bad.

5/10",TRUE
2017-02-25 9:01,Nice game.,TRUE
2017-02-25 8:23,I like this game because there are very good legends,TRUE
2017-02-25 7:46,Good game,TRUE
2017-02-25 7:20,Best 2D game ever!!,TRUE
2017-02-25 7:16,Pretty fun although the moves/combos are very repetitive.. wish it was a bit diverse like smash bros,TRUE
2017-02-25 6:34,Very Nice game and i really love it! <3,TRUE
2017-02-25 5:31,"If you want to wreck scrubs, play this game.",TRUE
2017-02-25 3:49,Really fun game!,TRUE
2017-02-25 3:11,Bruuh :D,TRUE
2017-02-25 0:33,"Pros +
+Is a fast pace game
+Has ranking system
+Has local and online multiplayer
+Its Free

Cons - 
-Alot of salty players
-In game purchases overpriced
-Will make you angry
-Matchmaking is terrible",TRUE
2017-02-24 23:38,good game... like it :),TRUE
2017-02-24 23:34,"Very nice game.
+ This game is not demacing for pc so u can play it with bad PC.
+ Has a very nice nd easy control,only what  u need is C/X/Z.

-spammers

I just can recommend this game :)",TRUE
2017-02-24 23:11,it sucks,FALSE
2017-02-24 21:06,absolutely horrible game nothing times together the way you wounld think and if u try to counter someone u lose if some one trys to counter ou they win you just cant win,FALSE
2017-02-24 20:59,"holy crap this game was fun as hell, I wasn't to sure about this game but when i tried it it was so fun i put over 40 hours into it. It was so good i made it into a series on my youtube chanel. And the fact they always update it is even better. LOVE IT :D",TRUE
2017-02-24 20:46,"This game may seem like a Simple, cliche 2D fighter game but believe me, it is not what you might think :D This was the best ""maybe it'll be good"" game i've ever downloaded :D Some of the characters can be unbalanced but when you are really focused and immersed in the game, winning isn't the problem, it's who you'll kill next!",TRUE
2017-02-24 18:32,"I was surprised at how good this game feels for a Free-2-Play. I've only played a little bit so far but I can assure you that you do not have to buy anything if you don't want to. Everything is there. You can buy cosmetics and other stuff with actual money if you want. You can earn gold through playing the game which allows you to get the characters without paying any money, and they have five random characters you can play, which gives you a lot of diversity. The online is silky smooth, even in Free-For-Alls. I've had no issues with it at all so far. The gameplay is simple yet extremely enjoyable. 

And it's free! How can you beat that? I highly reccomend playing this, I mean, you got nothing to lose!",TRUE
2017-02-24 18:21,This is a fun game where you can play with your friends and family!,TRUE
2017-02-24 16:09,"Amazing game, if you enjoy a super smash bros game style then this game is for you. It can get boring quickly without friends. One thing that it will have to look into is it's lag. At one point in the game I would be close to winning but then the game lags and throws me off the map. It isn't my computer or internet because I have tested this with others.",TRUE
2017-02-24 13:39,"this game sucks my friend playing this cuz he stupid cunt his name on steam nadav kricheli cat go swear him
",TRUE
2017-02-24 12:09,good game,TRUE
2017-02-24 7:14,bad game dont play.,FALSE
2017-02-24 6:14,"Spoko gierka zagrałem może tylko 4 godziny ale i tak mam z tą grą doświadczenie
polecam 10/10",TRUE
2017-02-24 3:23,"1st impresion:
Me         ""Hmmm ok so where is the Tutorial ?""
Game     ""Nowhere you silly n00b u here to get wrecked by the pros ! Not to learn ! DUH.....""
Me         ""K imma play then""
Game     ""U gonna get fucked :*""

*Joined a match*

Me          ""Hope its gonna be fun""

*1 min in the game [-6 score]*
*enemy is evasive so you cant hit him*
*you slow AF*

Me       ""How the fuck can he hit me and I cant !!!! Those sick combos !!! Where is my combo????? How do I learn a combo???? WUT???""

Game   ""Well if we made tutorial you would know :P Sucks to be you dickhead *salty emote*""
-fin

played 3-5 matches
was clueless as fuck
was amused by the nerds withs combos that fling you to outer space
UNINSTALLED

21/20 IGN
Would be clueless again
",FALSE
2017-02-24 2:15,"fun game , really addicted and more mode you can play along with ur friends :D
10/10",TRUE
2017-02-24 1:48,simple game,TRUE
2017-02-24 1:23,"Great game, Heroes are very balanced, although the prestige costs real money so thats a problem.
beginner players will think all heroes are overpowered when really its just because they dont know how to use them, they need to add a tutorial.",TRUE
2017-02-23 23:00,"01001001 01110100 01110011 00100000 01101111 01101011 01100001 01111001 
",TRUE
2017-02-23 22:26,good game,TRUE
2017-02-23 22:06,"Just got this game thinking it was just like Super Smash Bros. I can't say it isn't because it is in many ways but it also takes on it's own form. The game is a total redesign of SSB and they couldn't have done it any better. The battle is very similar providing a feel much like SSB but you have to pick up weapons just to perform your main attacks which wasn't in the last SSB I played. The attacks are very good and the maps are layed out to help use the attacks to the full potential. Some features feel somewhat useless like the block and some like the health bar seem out of place and poorly designed. Although I haven't tried competitive for fear of total annihalation  it seems great. I do have to gripe that training is not great because the other character does nothing, I wish they would move about to allow different moves. The legends are great and I could see myself buying them all in the future. I have nothing else to say but will update this review when I get more hours under my belt.",TRUE
2017-02-23 22:05,"the best game ever!
",TRUE
2017-02-23 19:58,Great game but I cant figure out how to disband my clan.,TRUE
2017-02-23 17:20,Pretty nice game but all you have to do is spam the left click,TRUE
2017-02-23 14:43,"Great fun, always come back to it.
The only thing that ruins the experience is lag.
I teleport all around the map at inconvenient times.
I have great connection according to the signal bars at the top right but still lag somehow?",TRUE
2017-02-23 13:54,Good game......one of my favourate :),TRUE
2017-02-23 13:37,"Subscribe? pls ^^
https://www.youtube.com/channel/UC6_YKQiV06pSOS9DAuY9OVQ",TRUE
2017-02-23 13:14,">be me
>get into this game
>plays most broken legend against the most broken 
>loses against him
>breaks keyboard
10/10 would play again",TRUE
2017-02-23 7:51,The elo system is shit . (dot),FALSE
2017-02-23 4:20,If you like smashbros chance's are your going to love this. the characters that i've played so far are all very well balanced. This is a very fun game for such a small download.,TRUE
2017-02-23 4:15,"SuperSmash Bros for the PC, FTP and the character rotation is great!",TRUE
2017-02-22 22:27,"Great game very fun, a lot better than expected, cool art style too",TRUE
2017-02-22 21:19,"It's like free Smash Bros for PC, but you have to earn credits to get the characters and there's only 3 different items to throw excluding your weapon.",TRUE
2017-02-22 21:07,"
Might've made me bipolar. Great game.",TRUE
2017-02-22 20:22,its okay,TRUE
2017-02-22 19:59,"It's a decent game, basic spaceing type fighter game, requires a bit of 'reading' or guessing the oponents moves. Be warned, some characters un-balanced atm. Game is WIP technically.",TRUE
2017-02-22 17:25,Great free to play game if you want to play with friends. sort of like super smash brawl,TRUE
2017-02-22 15:33,EZ,TRUE
2017-02-22 13:59,Just play it.,TRUE
2017-02-22 13:41,"Not very fun. Not very well balanced. Not very good.

Thumbs down.",FALSE
2017-02-22 13:39,"its ok
",TRUE
2017-02-22 13:32,super smash bros but not laggy,TRUE
2017-02-22 12:25,"legal
",TRUE
2017-02-22 11:44,ot vewry good,TRUE
2017-02-22 10:49,RAAAAAAAAGE,TRUE
2017-02-22 10:35,"I don't even understand why this is played. Every game is the exact same thing, it's all the same. Gets boring way too quickly.

911/10",FALSE
2017-02-22 10:04,so many spammers...,TRUE
2017-02-22 9:29,0/10. Gave me cancer. The effort they put in balancing legends is priceless. Don't even try it.,FALSE
2017-02-22 8:22,"A very competative and thrilling PC version of Super Smash Bros, with intricate and difficult combos that can be achieved. Easy to play, hard to master.",TRUE
2017-02-22 6:41,"Игра классная 

",TRUE
2017-02-22 4:58,Its pretty good ...,TRUE
2017-02-22 3:19,new smash bros XD,TRUE
2017-02-21 22:46,I'm not recommending it because i don't want my friends to have as much fun as i do while playing this game. #420Blazeit,FALSE
2017-02-21 19:26,good,TRUE
2017-02-21 19:11,The unique characters and play style reletive to others in a 2d fashion and mechanics of certain weapon skills really captivate you,TRUE
2017-02-21 18:37,"Ive been playing this game for awhile now and fundamentally basically essentially simply﻿ can tell you allll about it real quick.}
So this games tags are Free to play,multiplayer,Fighting.
[
Free to play:Its all free to play the only thing you can actually pay for is cosmetic things and thats amazing[ITS NOT P2W :D}
Multiplayer:47% of the community it a bunch of salty mutha******* and will make up any excuse to why they lost at the end of a match like theses Excuses:Unbalanced game!,imanginary lag!,Spammer!,Hattori !Ive seen them all because Ive said them all!
[
Fighting:This game is like smash bros for toddlers-It can be fun and frustrating leaving you in tears or with a gold star on your man boobs.
[
{Balance}This game is really well balanced but no one really knows because its hard to tell,The community comes together after every patch to talk about what they dont like and what needs to be changed so in the end its all a simple fix.
[
(The Combat)Jumping around *****slapping hattoris is fun and when your not having fun with ranked there are custom modes to play with 7 other frens or random people.
[
(Progression)Its a fighting game and like alll fighting games you get better over time not in a day!
[
(Weapons)Each character in brawlhalla gets 2 weapons that are possible from weapon drops and they are all pretty wacky and fun to use and do not limit you on who you play.
[
(In game communication) there is none in the match unless you have a mic talking to frens but its not a bad thing! because in game communication its pretty useless because your concentrating the whole time on smashing hattoris face in!But they have about 20 diffrent taunts and adding you can throw around to troll if you really wanted to.
(End game lobby)Where you make new frens or scream SPAMMER!
[
The Problem:The people who play the game dont know how much of a gem this game is and Simply fundamentally basically essentially﻿ complain and whine and take it too seriously.""its only a game why you haf to be mad?""
[
Tldr:Play this game its fun! And if you see me in it after im done beating you better expect a REKT LIVES MATTER! in the chat!",TRUE
2017-02-21 18:07,save your sanity,FALSE
2017-02-21 18:05,i love brawlhalla,TRUE
2017-02-21 17:05,fun game,TRUE
2017-02-21 15:52,Dank,TRUE
2017-02-21 14:27,Noice,TRUE
2017-02-21 14:24,good game,TRUE
2017-02-21 14:06,Stupid game it's about waiting and shooting like a slut and it's not balanced for sure -_- they put me versus people that spend 200+ hours on this game when im with 5 games played .... it's just trash you know -_- and all the champs are with the same weapons just difrent stats and difrent skins they basicly have 6 weapons for 20 legends ... and you can't speek with the other players cuz some of them are just retarded af and leave after the game is over....you get 30 - 40 gold per match and some of the legends are 6300 just like league of legends but you don't have the same fun as the free to play game league of legends cuz they put you versus people that are more educated in the game ....and you can't even talk with them when your in game i know it's not good to talk but fuck off -_- it's just a basic trash game with no balance at all hope i helped you and it's just a time waster if you ask me !,FALSE
2017-02-21 13:53,smells like shit and looks like shit,TRUE
2017-02-21 12:08,Very fun.,TRUE
2017-02-21 9:54,amozing yh,TRUE
2017-02-21 9:44,"I like it, because It's pretty similar to Super smash bros.",TRUE
2017-02-21 9:33,"Very good game overall. Uses LOL-like system for heroes. Fairly easy to learn, very fun to play, doesn't require you to buy a lot of stuff.",TRUE
2017-02-21 8:25,Funny game,TRUE
2017-02-21 7:59,xD,TRUE
2017-02-21 7:18,The matchmaking system is a fucking meme,FALSE
2017-02-21 6:21,"very fun, yourun around killing. Very much like super smash bros.",TRUE
2017-02-21 5:47,"I Admit. I had my Doubts. They usually put the worst games [Like Dota 2 and Counter-Strike: Global Offensive] on the Free to Play site. But Brawlhalla isn't one of them. It's like a smaller version of Super Smash Bros, without the Famous Characters. It's still a Fun Game, Though :)",TRUE
2017-02-21 2:51,its fun,TRUE
2017-02-21 2:26,Great Game 10/10,TRUE
2017-02-21 1:56,"IGN-9/11.
It has Juuzou Suzuya",TRUE
2017-02-21 1:02,nicegame and so light !,TRUE
2017-02-20 20:08,"WHAT A FUCKING PIECE OF SHIT FUCKING CUNT 
i LOVE THIS g""GAME
",TRUE
2017-02-20 19:31,reaally fun,TRUE
2017-02-20 19:17,"overall good game, fun to play with friends however, all you do is spam left click. it needs some work but good in the end.",TRUE
2017-02-20 18:02,"""Wu Shang""",TRUE
2017-02-20 14:31,The games alright other then the lag spikes that happen every now and then,TRUE
2017-02-20 13:12,Remember all the fun you had as a kid playing smash with friends and siblings? This is sure to bring back some memories as it is a (completely free) pc version featuring unique characters and all-out chaotic fun. It's not everyone's cup of tea but it's definitely worth a try if you've ever played any of the super smash bros games and enjoyed them. (It's free!),TRUE
2017-02-20 12:51,Like smash but with characters you've never heard of,TRUE
2017-02-20 12:28,"meme it is
",TRUE
2017-02-20 11:51,"Fun game to play with freinds, IF YOU HAVE ANY",TRUE
2017-02-20 11:50,THIS GAME IS BROKEN,FALSE
2017-02-20 10:45,"if your looking for low budget smash bros then youve come to the right place, no, but honestly great game",TRUE
2017-02-20 9:42,"After playing this game for a decent amount of hours, I can confidently say that reaching Gold rank with a friend is pretty f*cking awesome. The game is simple, but that certainly doesn't make it any less fun. 

Pros:
+ A lot of different characters
+ Hours of fun (if you're fighting with a friend)

Cons:
- Can be laggy at times, which will result in death
- The community isn't always nice, but then again you cannot expect that in a fighting game",TRUE
2017-02-20 8:23,dont get me wrong.This is a great game... I myself spent almost 150 hours surely addictive and fun the . it was all fine until a recent update that ruined the matchmaking dont know for what reasons the match that I get connected is of very high latency (almost a lag of 1-2 sec.)  I dont know maybe this is for only my region coz my rest of friends still playing fine. Game is in beta I hope they look to the problem and solve it asap.,FALSE
2017-02-20 7:53,"This game is incredibly fun, and engaging enough for me to write my first review ever. I'll start with the negatives first.

Only negative I see: Toxic community. Worse than the LoL community at times. 
Sometimes there is clear lag that puts you in mixed positions on screen -- really throwing off your strategy.

The game, often deemed a ""Smash clone,"" is quite different when it comes to mechanics, in a positive way.
There are basic attacks, special attacks, a dodge, and a weapon throw -- weapon's are a must in the game, which is a plus for variety.

Personally, I play this on my free time, and often use the 2v2 ranked game mode. There are various different game modes available as well, some that are really fun to play (Brawlball/Football, Snowbrawll/Snowball) that you can access through custom games, or seasonal events.

All in all, for a FREE TO PLAY game, Brawlhalla offers you a complete experience worth a premium price. It's really that much of an enjoyable game that you can start up whereever, whenever.",TRUE
2017-02-20 7:41,good,TRUE
2017-02-20 7:02,"target=""_blank""",FALSE
2017-02-20 6:46,"This is basically Smash meets PC, and its AWESOME! Its F2P so go play it allready",TRUE
2017-02-20 3:16,"I recommend this game a lot, I think it's really fun and it's for people who don't have a wii u to play super smash bros. The bad thing about the game is that the in-game currency is so expenseive! They are like 6 USD just for 120 coins and you need 120 coins just to buy 1 skin! And some special skins cost 200 coins! I think they should adjust the cost of skins and coins to make the game more enjoyable.",TRUE
2017-02-20 3:05,"Good game, considering it is free to play. It also allows you to buy characters using in-game coins :D",TRUE
2017-02-20 1:14,it's like smash mixed with league,TRUE
2017-02-19 23:23,This game  is the bomb at 3 am,TRUE
2017-02-19 22:46,Get you're but kicked while spamming x and c.,TRUE
2017-02-19 22:02,"THE BEST free game on steam in my opinion, me and my friend have put so many hours into this game and just can't get enough!! I absouletly love this game and reccomend it to anyone! You will laugh, grin, and maybe even cry (if your bad) throughout the entire game! 100% free as well!!",TRUE
2017-02-19 19:44,Pretty great game love it 10/10,TRUE
2017-02-19 17:12,Great party game,TRUE
2017-02-19 17:10,It's pretty fun getting shrekt and shreking peeps.,TRUE
2017-02-19 16:55,love it but what i hate is how you don't keep your character after the update >:(,TRUE
2017-02-19 15:32,"This is a really great game with endless possiblities
",TRUE
2017-02-19 15:02,10/10 fun game especially with friends and you are drunk :P,TRUE
2017-02-19 13:13,nice game +rep,TRUE
2017-02-19 12:47,The best FREE game ive ever got.,TRUE
2017-02-19 12:30,VERY GOOD GAME!!  IF YOU HAVE FRIENDS :),TRUE
2017-02-19 12:16,"It's like Smash Bros. if every character had the speed and power of Captain Falcon.

That's not necessarilly a bad thing.",TRUE
2017-02-19 10:39,It's good. I like to play it with friends or play alone and listen to music. Helps me waste my time.,TRUE
2017-02-19 9:00,"Take It Or Leave It
The Strokes
Is This It",FALSE
2017-02-19 8:48,fun game,TRUE
2017-02-19 6:34,frustrating to play,FALSE
2017-02-19 5:27,It has like a Super Smash Bros look to is. Thats why i love this game.,TRUE
